gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,age_group,experience_level,hourly_rate_log
Male,43.0,Spain,Spanish,Blockchain Development,4.0,50.0,0.0,1,100.0,41-50,Mid,3.9318256327243257
Female,33.0,Australia,English,Web Development,11.0,40.0,4.6,1,79.0,31-40,Senior,3.713572066704308
Female,49.0,Russia,Russian,Ui/Ux Design,14.0,40.0,1.5,0,60.0,41-50,Senior,3.713572066704308
Male,55.0,Canada,English,Ui/Ux Design,10.0,40.0,2.0,0,85.0,51-60,Mid,3.713572066704308
Female,33.0,South Korea,Korean,Graphic Design,3.0,40.0,1.6,0,83.0,31-40,Junior,3.713572066704308
Male,32.0,Argentina,Spanish,Ai,3.0,30.0,1.5,0,96.0,31-40,Junior,3.4339872044851463
Male,58.0,Netherlands,Dutch,Blockchain Development,33.0,40.0,4.1,1,83.0,51-60,Expert,3.713572066704308
Male,49.0,Indonesia,Indonesian,Data Analysis,24.0,100.0,4.7,0,60.0,41-50,Expert,4.61512051684126
Female,22.0,Russia,Russian,Ui/Ux Design,3.0,100.0,3.6,1,78.0,20-30,Junior,4.61512051684126
Female,40.0,Egypt,Arabic,Web Development,11.0,20.0,1.8,1,90.0,31-40,Senior,3.044522437723423
Male,55.0,Australia,English,Data Analysis,7.0,100.0,2.1,0,66.0,51-60,Mid,4.61512051684126
Male,32.0,Mexico,Spanish,Devops,1.0,50.0,2.6,1,70.0,31-40,Junior,3.9318256327243257
Female,21.0,Japan,Japanese,Ui/Ux Design,0.0,30.0,4.2,1,79.0,20-30,Junior,3.4339872044851463
Male,23.0,South Korea,Korean,Blockchain Development,1.0,40.0,0.0,0,64.0,20-30,Junior,3.713572066704308
Male,21.0,United Kingdom,English,Mobile Apps,1.0,30.0,1.0,0,81.0,20-30,Junior,3.4339872044851463
Male,31.0,Argentina,Spanish,Ai,7.0,75.0,4.4,0,83.0,31-40,Mid,4.330733340286331
Male,21.0,Mexico,Spanish,Blockchain Development,9.0,40.0,4.0,0,91.0,20-30,Mid,3.713572066704308
Male,33.0,United Kingdom,English,Cybersecurity,6.0,50.0,3.1,0,79.0,31-40,Mid,3.9318256327243257
Male,57.0,Brazil,Portuguese,Web Development,5.0,75.0,1.1,1,77.0,51-60,Mid,4.330733340286331
Male,52.0,United States,English,Devops,17.0,75.0,0.0,0,94.0,51-60,Senior,4.330733340286331
Female,21.0,Germany,German,Web Development,0.0,20.0,3.8,1,61.0,20-30,Junior,3.044522437723423
Female,36.0,Argentina,Spanish,Ui/Ux Design,8.0,100.0,1.7,0,68.0,31-40,Mid,4.61512051684126
Male,33.0,Spain,Spanish,Machine Learning,13.0,50.0,2.2,0,70.0,31-40,Senior,3.9318256327243257
Female,54.0,United Kingdom,English,Data Analysis,15.0,40.0,4.1,1,71.0,51-60,Senior,3.713572066704308
Female,33.0,United States,English,Blockchain Development,2.0,100.0,3.8,0,79.0,31-40,Junior,4.61512051684126
Female,36.0,Japan,Japanese,Machine Learning,9.0,30.0,0.0,1,78.0,31-40,Mid,3.4339872044851463
Female,36.0,Turkey,Turkish,Ai,3.0,50.0,0.0,0,75.0,31-40,Junior,3.9318256327243257
Female,43.0,China,Mandarin,Ai,15.0,20.0,4.2,1,91.0,41-50,Senior,3.044522437723423
Male,52.0,United Kingdom,English,Data Analysis,21.0,75.0,2.2,1,66.0,51-60,Expert,4.330733340286331
Female,28.0,Indonesia,Indonesian,Cybersecurity,2.0,75.0,1.5,1,68.0,20-30,Junior,4.330733340286331
Female,47.0,China,Mandarin,Cybersecurity,21.0,100.0,0.0,0,79.0,41-50,Expert,4.61512051684126
Female,30.0,France,French,Devops,0.0,100.0,4.1,0,62.0,20-30,Junior,4.61512051684126
Male,36.0,Egypt,Arabic,Blockchain Development,4.0,40.0,2.6,0,90.0,31-40,Mid,3.713572066704308
Female,45.0,United States,English,Ui/Ux Design,23.0,100.0,2.4,0,96.0,41-50,Expert,4.61512051684126
Female,51.0,United States,English,Blockchain Development,25.0,50.0,1.4,1,60.0,51-60,Expert,3.9318256327243257
Male,46.0,Turkey,Turkish,Mobile Apps,10.0,40.0,4.6,1,62.0,41-50,Mid,3.713572066704308
Female,38.0,Italy,Italian,Data Analysis,18.0,40.0,4.9,0,74.0,31-40,Senior,3.713572066704308
Male,26.0,Spain,Spanish,Blockchain Development,1.0,20.0,0.0,1,79.0,20-30,Junior,3.044522437723423
Female,40.0,United Kingdom,English,Devops,12.0,30.0,3.5,0,98.0,31-40,Senior,3.4339872044851463
Male,37.0,Germany,German,Machine Learning,9.0,40.0,1.7,1,63.0,31-40,Mid,3.713572066704308
Male,28.0,Canada,English,Blockchain Development,5.0,50.0,0.0,1,96.0,20-30,Mid,3.9318256327243257
Female,48.0,India,Hindi,Mobile Apps,28.0,20.0,0.0,0,88.0,41-50,Expert,3.044522437723423
Male,22.0,India,Hindi,Ai,0.0,40.0,4.6,0,79.0,20-30,Junior,3.713572066704308
Female,41.0,Germany,German,Web Development,14.0,40.0,1.1,1,73.0,41-50,Senior,3.713572066704308
Male,38.0,United States,English,Graphic Design,15.0,40.0,4.2,0,88.0,31-40,Senior,3.713572066704308
Female,31.0,South Africa,Afrikaans,Ui/Ux Design,9.0,40.0,0.0,0,91.0,31-40,Mid,3.713572066704308
Female,30.0,China,Mandarin,Mobile Apps,9.0,30.0,3.9,0,65.0,20-30,Mid,3.4339872044851463
Male,51.0,Mexico,Spanish,Ui/Ux Design,22.0,20.0,3.4,1,90.0,51-60,Expert,3.044522437723423
Female,21.0,Germany,German,Devops,0.0,20.0,2.6,0,72.0,20-30,Junior,3.044522437723423
Female,20.0,Italy,Italian,Devops,1.0,40.0,2.3,1,72.0,20-30,Junior,3.713572066704308
Male,30.0,Japan,Japanese,Blockchain Development,5.0,30.0,4.8,0,79.0,20-30,Mid,3.4339872044851463
Male,41.0,China,Mandarin,Data Analysis,0.0,40.0,4.5,0,68.0,41-50,Junior,3.713572066704308
Male,22.0,Spain,Spanish,Blockchain Development,0.0,30.0,0.0,0,87.0,20-30,Junior,3.4339872044851463
Male,45.0,Mexico,Spanish,Cybersecurity,19.0,75.0,0.0,0,72.0,41-50,Senior,4.330733340286331
Female,22.0,Australia,English,Data Analysis,2.0,40.0,1.1,0,76.0,20-30,Junior,3.713572066704308
Female,20.0,Turkey,Turkish,Mobile Apps,0.0,100.0,0.0,0,63.0,20-30,Junior,4.61512051684126
Female,20.0,Canada,English,Data Analysis,2.0,40.0,2.6,1,91.0,20-30,Junior,3.713572066704308
Male,21.0,United Kingdom,English,Ai,0.0,100.0,2.6,0,73.0,20-30,Junior,4.61512051684126
Male,22.0,Netherlands,Dutch,Cybersecurity,1.0,40.0,0.0,0,63.0,20-30,Junior,3.713572066704308
Female,28.0,United Kingdom,English,Devops,3.0,20.0,2.6,1,79.0,20-30,Junior,3.044522437723423
Female,59.0,Argentina,Spanish,Ai,9.0,20.0,4.1,0,75.0,51-60,Mid,3.044522437723423
Female,28.0,France,French,Web Development,1.0,40.0,0.0,0,70.0,20-30,Junior,3.713572066704308
Female,40.0,Australia,English,Devops,0.0,100.0,1.2,0,87.0,31-40,Junior,4.61512051684126
Male,57.0,Italy,Italian,Blockchain Development,7.0,30.0,1.6,0,79.0,51-60,Mid,3.4339872044851463
Male,47.0,Turkey,Turkish,Devops,1.0,50.0,3.9,1,88.0,41-50,Junior,3.9318256327243257
Male,48.0,South Korea,Korean,Cybersecurity,21.0,40.0,0.0,1,79.0,41-50,Expert,3.713572066704308
Male,28.0,United States,English,Ui/Ux Design,1.0,20.0,4.7,0,93.0,20-30,Junior,3.044522437723423
Male,41.0,Turkey,Turkish,Graphic Design,15.0,40.0,3.8,1,79.0,41-50,Senior,3.713572066704308
Female,57.0,South Africa,Afrikaans,Cybersecurity,33.0,100.0,3.5,0,74.0,51-60,Expert,4.61512051684126
Male,60.0,Argentina,Spanish,Graphic Design,39.0,75.0,4.0,0,70.0,51-60,Expert,4.330733340286331
Female,48.0,Egypt,Arabic,Graphic Design,21.0,30.0,1.6,1,67.0,41-50,Expert,3.4339872044851463
Female,24.0,France,French,Cybersecurity,5.0,40.0,3.0,0,86.0,20-30,Mid,3.713572066704308
Female,33.0,Mexico,Spanish,Devops,11.0,50.0,5.0,1,69.0,31-40,Senior,3.9318256327243257
Female,20.0,Turkey,Turkish,Graphic Design,0.0,30.0,4.8,1,68.0,20-30,Junior,3.4339872044851463
Male,59.0,United Kingdom,English,Devops,15.0,50.0,2.6,0,79.0,51-60,Senior,3.9318256327243257
Female,42.0,China,Mandarin,Devops,22.0,40.0,2.9,0,61.0,41-50,Expert,3.713572066704308
Female,22.0,Turkey,Turkish,Ui/Ux Design,3.0,40.0,3.0,1,96.0,20-30,Junior,3.713572066704308
Male,41.0,Canada,English,Cybersecurity,11.0,50.0,3.5,1,68.0,41-50,Senior,3.9318256327243257
Female,25.0,Argentina,Spanish,Web Development,5.0,40.0,2.6,1,75.0,20-30,Mid,3.713572066704308
Female,38.0,Canada,English,Ui/Ux Design,3.0,40.0,4.7,0,69.0,31-40,Junior,3.713572066704308
Female,43.0,United States,English,Devops,1.0,40.0,2.9,0,78.0,41-50,Junior,3.713572066704308
Female,54.0,Mexico,Spanish,Ai,1.0,75.0,4.4,1,79.0,51-60,Junior,4.330733340286331
Female,31.0,Indonesia,Indonesian,Mobile Apps,2.0,40.0,2.3,0,98.0,31-40,Junior,3.713572066704308
Female,56.0,Mexico,Spanish,Ai,3.0,30.0,3.7,0,83.0,51-60,Junior,3.4339872044851463
Male,46.0,Mexico,Spanish,Graphic Design,11.0,40.0,1.8,1,91.0,41-50,Senior,3.713572066704308
Male,60.0,Egypt,Arabic,Ai,9.0,100.0,0.0,1,96.0,51-60,Mid,4.61512051684126
Female,28.0,South Korea,Korean,Graphic Design,2.0,50.0,2.6,1,85.0,20-30,Junior,3.9318256327243257
Female,43.0,Indonesia,Indonesian,Web Development,20.0,30.0,2.7,0,72.0,41-50,Senior,3.4339872044851463
Male,41.0,France,French,Web Development,11.0,20.0,4.7,0,69.0,41-50,Senior,3.044522437723423
Male,41.0,United Kingdom,English,Devops,0.0,20.0,3.1,0,90.0,41-50,Junior,3.044522437723423
Female,40.0,United Kingdom,English,Mobile Apps,20.0,20.0,2.3,0,92.0,31-40,Senior,3.044522437723423
Male,45.0,Germany,German,Devops,3.0,20.0,1.3,1,91.0,41-50,Junior,3.044522437723423
Male,47.0,Egypt,Arabic,Devops,28.0,50.0,2.9,1,79.0,41-50,Expert,3.9318256327243257
Male,34.0,India,Hindi,Data Analysis,0.0,40.0,3.3,0,98.0,31-40,Junior,3.713572066704308
Male,47.0,United States,English,Ui/Ux Design,4.0,20.0,4.2,0,82.0,41-50,Mid,3.044522437723423
Male,32.0,Mexico,Spanish,Ui/Ux Design,9.0,40.0,1.3,1,83.0,31-40,Mid,3.713572066704308
Male,28.0,United Kingdom,English,Mobile Apps,2.0,100.0,4.4,1,79.0,20-30,Junior,4.61512051684126
Male,32.0,Australia,English,Devops,1.0,100.0,3.4,1,79.0,31-40,Junior,4.61512051684126
Female,49.0,Netherlands,Dutch,Ai,2.0,100.0,3.4,1,85.0,41-50,Junior,4.61512051684126
Female,36.0,Argentina,Spanish,Mobile Apps,16.0,20.0,3.2,0,79.0,31-40,Senior,3.044522437723423
Male,59.0,Mexico,Spanish,Blockchain Development,22.0,20.0,3.6,0,63.0,51-60,Expert,3.044522437723423
Female,52.0,Canada,English,Cybersecurity,22.0,20.0,0.0,0,79.0,51-60,Expert,3.044522437723423
Female,24.0,China,Mandarin,Blockchain Development,5.0,40.0,1.8,1,86.0,20-30,Mid,3.713572066704308
Female,26.0,Australia,English,Graphic Design,2.0,75.0,2.5,1,60.0,20-30,Junior,4.330733340286331
Male,55.0,Canada,English,Cybersecurity,24.0,40.0,2.0,1,88.0,51-60,Expert,3.713572066704308
Female,56.0,Italy,Italian,Mobile Apps,37.0,40.0,0.0,0,70.0,51-60,Expert,3.713572066704308
Male,36.0,France,French,Graphic Design,3.0,50.0,1.3,1,77.0,31-40,Junior,3.9318256327243257
Male,48.0,Argentina,Spanish,Web Development,18.0,75.0,0.0,0,80.0,41-50,Senior,4.330733340286331
Male,55.0,Egypt,Arabic,Machine Learning,6.0,40.0,3.6,1,79.0,51-60,Mid,3.713572066704308
Female,56.0,Spain,Spanish,Devops,17.0,40.0,1.3,0,87.0,51-60,Senior,3.713572066704308
Female,28.0,Canada,English,Blockchain Development,1.0,75.0,2.7,1,93.0,20-30,Junior,4.330733340286331
Male,60.0,United States,English,Ai,39.0,100.0,1.5,0,88.0,51-60,Expert,4.61512051684126
Male,34.0,South Korea,Korean,Blockchain Development,15.0,20.0,0.0,0,100.0,31-40,Senior,3.044522437723423
Female,38.0,Indonesia,Indonesian,Ai,13.0,40.0,0.0,1,61.0,31-40,Senior,3.713572066704308
Female,51.0,South Korea,Korean,Web Development,17.0,100.0,3.0,0,79.0,51-60,Senior,4.61512051684126
Female,21.0,Japan,Japanese,Mobile Apps,1.0,30.0,1.2,0,73.0,20-30,Junior,3.4339872044851463
Male,35.0,Italy,Italian,Ui/Ux Design,16.0,40.0,1.3,1,64.0,31-40,Senior,3.713572066704308
Male,27.0,Brazil,Portuguese,Web Development,9.0,100.0,2.6,1,79.0,20-30,Mid,4.61512051684126
Female,42.0,Turkey,Turkish,Mobile Apps,20.0,50.0,3.8,0,93.0,41-50,Senior,3.9318256327243257
Female,52.0,Canada,English,Blockchain Development,29.0,30.0,3.8,0,68.0,51-60,Expert,3.4339872044851463
Male,53.0,South Korea,Korean,Web Development,21.0,40.0,4.7,1,62.0,51-60,Expert,3.713572066704308
Female,54.0,Italy,Italian,Mobile Apps,28.0,40.0,1.1,0,79.0,51-60,Expert,3.713572066704308
Male,51.0,Japan,Japanese,Graphic Design,5.0,50.0,4.2,1,82.0,51-60,Mid,3.9318256327243257
Female,30.0,South Korea,Korean,Web Development,0.0,40.0,0.0,0,79.0,20-30,Junior,3.713572066704308
Female,45.0,Netherlands,Dutch,Machine Learning,27.0,75.0,0.0,0,85.0,41-50,Expert,4.330733340286331
Male,57.0,Indonesia,Indonesian,Graphic Design,26.0,100.0,2.4,1,78.0,51-60,Expert,4.61512051684126
Male,38.0,Turkey,Turkish,Blockchain Development,19.0,40.0,0.0,1,86.0,31-40,Senior,3.713572066704308
Female,42.0,Russia,Russian,Devops,24.0,40.0,2.6,0,88.0,41-50,Expert,3.713572066704308
Female,30.0,South Africa,Afrikaans,Devops,7.0,30.0,3.3,0,68.0,20-30,Mid,3.4339872044851463
Female,43.0,Australia,English,Web Development,13.0,100.0,1.4,1,97.0,41-50,Senior,4.61512051684126
Male,22.0,Egypt,Arabic,Ui/Ux Design,2.0,75.0,1.7,0,91.0,20-30,Junior,4.330733340286331
Male,57.0,Mexico,Spanish,Machine Learning,37.0,30.0,4.8,0,79.0,51-60,Expert,3.4339872044851463
Male,44.0,United Kingdom,English,Graphic Design,1.0,40.0,4.8,0,97.0,41-50,Junior,3.713572066704308
Female,46.0,China,Mandarin,Devops,5.0,30.0,2.0,1,64.0,41-50,Mid,3.4339872044851463
Male,41.0,Spain,Spanish,Blockchain Development,1.0,50.0,2.8,0,87.0,41-50,Junior,3.9318256327243257
Female,34.0,Australia,English,Data Analysis,2.0,100.0,0.0,0,86.0,31-40,Junior,4.61512051684126
Female,46.0,Italy,Italian,Mobile Apps,9.0,100.0,4.4,1,97.0,41-50,Mid,4.61512051684126
Female,22.0,France,French,Blockchain Development,0.0,30.0,4.9,0,73.0,20-30,Junior,3.4339872044851463
Female,23.0,South Africa,Afrikaans,Ai,0.0,75.0,2.3,0,60.0,20-30,Junior,4.330733340286331
Female,60.0,Turkey,Turkish,Web Development,41.0,40.0,4.9,1,66.0,51-60,Expert,3.713572066704308
Male,20.0,Canada,English,Devops,9.0,75.0,4.3,0,90.0,20-30,Mid,4.330733340286331
Female,41.0,South Korea,Korean,Ui/Ux Design,23.0,75.0,1.4,0,79.0,41-50,Expert,4.330733340286331
Male,24.0,France,French,Mobile Apps,0.0,100.0,2.6,0,79.0,20-30,Junior,4.61512051684126
Male,44.0,Netherlands,Dutch,Machine Learning,4.0,40.0,1.3,1,77.0,41-50,Mid,3.713572066704308
Male,52.0,China,Mandarin,Ui/Ux Design,4.0,75.0,2.3,1,79.0,51-60,Mid,4.330733340286331
Male,35.0,Spain,Spanish,Machine Learning,13.0,40.0,3.6,0,83.0,31-40,Senior,3.713572066704308
Female,24.0,Netherlands,Dutch,Devops,2.0,50.0,2.6,0,64.0,20-30,Junior,3.9318256327243257
Female,46.0,Australia,English,Cybersecurity,25.0,100.0,1.3,0,80.0,41-50,Expert,4.61512051684126
Male,57.0,Mexico,Spanish,Mobile Apps,18.0,30.0,1.1,0,90.0,51-60,Senior,3.4339872044851463
Female,49.0,Mexico,Spanish,Web Development,24.0,50.0,0.0,0,94.0,41-50,Expert,3.9318256327243257
Male,41.0,Japan,Japanese,Ai,7.0,40.0,1.8,0,70.0,41-50,Mid,3.713572066704308
Male,22.0,Mexico,Spanish,Machine Learning,1.0,20.0,2.6,1,75.0,20-30,Junior,3.044522437723423
Male,50.0,Australia,English,Blockchain Development,17.0,75.0,3.3,1,69.0,41-50,Senior,4.330733340286331
Male,57.0,Germany,German,Graphic Design,4.0,30.0,4.2,0,79.0,51-60,Mid,3.4339872044851463
Female,47.0,Mexico,Spanish,Ai,29.0,50.0,2.6,1,79.0,41-50,Expert,3.9318256327243257
Male,24.0,South Africa,Afrikaans,Data Analysis,2.0,100.0,3.8,1,71.0,20-30,Junior,4.61512051684126
Male,41.0,India,Hindi,Cybersecurity,9.0,100.0,4.8,1,72.0,41-50,Mid,4.61512051684126
Female,50.0,Germany,German,Devops,10.0,100.0,4.3,0,93.0,41-50,Mid,4.61512051684126
Male,46.0,Brazil,Portuguese,Machine Learning,20.0,40.0,4.8,1,82.0,41-50,Senior,3.713572066704308
Male,51.0,Australia,English,Cybersecurity,9.0,40.0,2.6,0,60.0,51-60,Mid,3.713572066704308
Male,51.0,United Kingdom,English,Ai,12.0,20.0,4.0,0,93.0,51-60,Senior,3.044522437723423
Male,27.0,United Kingdom,English,Ai,3.0,50.0,2.6,0,79.0,20-30,Junior,3.9318256327243257
Male,42.0,Spain,Spanish,Web Development,13.0,30.0,0.0,0,74.0,41-50,Senior,3.4339872044851463
Male,25.0,Germany,German,Ui/Ux Design,4.0,40.0,2.3,1,73.0,20-30,Mid,3.713572066704308
Female,32.0,Germany,German,Data Analysis,9.0,75.0,2.6,0,96.0,31-40,Mid,4.330733340286331
Female,59.0,Canada,English,Graphic Design,14.0,30.0,3.8,0,66.0,51-60,Senior,3.4339872044851463
Female,59.0,France,French,Cybersecurity,37.0,30.0,4.0,0,62.0,51-60,Expert,3.4339872044851463
Male,29.0,Germany,German,Graphic Design,2.0,75.0,2.2,1,85.0,20-30,Junior,4.330733340286331
Male,58.0,China,Mandarin,Ai,11.0,100.0,4.3,0,66.0,51-60,Senior,4.61512051684126
Female,56.0,Canada,English,Cybersecurity,19.0,20.0,0.0,0,87.0,51-60,Senior,3.044522437723423
Female,36.0,United States,English,Machine Learning,9.0,20.0,0.0,1,68.0,31-40,Mid,3.044522437723423
Female,52.0,Canada,English,Ui/Ux Design,16.0,100.0,4.0,1,79.0,51-60,Senior,4.61512051684126
Female,42.0,Netherlands,Dutch,Mobile Apps,8.0,50.0,2.6,0,79.0,41-50,Mid,3.9318256327243257
Female,59.0,India,Hindi,Mobile Apps,34.0,100.0,2.0,1,79.0,51-60,Expert,4.61512051684126
Male,33.0,Netherlands,Dutch,Mobile Apps,5.0,50.0,4.7,1,88.0,31-40,Mid,3.9318256327243257
Female,55.0,Canada,English,Web Development,14.0,50.0,3.6,1,81.0,51-60,Senior,3.9318256327243257
Male,47.0,South Korea,Korean,Ui/Ux Design,17.0,50.0,1.2,0,79.0,41-50,Senior,3.9318256327243257
Female,29.0,Mexico,Spanish,Ai,10.0,40.0,4.4,1,67.0,20-30,Mid,3.713572066704308
Female,30.0,United Kingdom,English,Devops,8.0,100.0,1.4,1,62.0,20-30,Mid,4.61512051684126
Female,25.0,Canada,English,Devops,1.0,30.0,3.2,0,87.0,20-30,Junior,3.4339872044851463
Female,28.0,Egypt,Arabic,Cybersecurity,10.0,40.0,3.8,1,98.0,20-30,Mid,3.713572066704308
Male,29.0,South Korea,Korean,Blockchain Development,0.0,75.0,1.5,1,64.0,20-30,Junior,4.330733340286331
Male,30.0,Spain,Spanish,Graphic Design,4.0,40.0,2.8,1,71.0,20-30,Mid,3.713572066704308
Male,47.0,Egypt,Arabic,Ai,2.0,50.0,2.7,0,96.0,41-50,Junior,3.9318256327243257
Male,34.0,Australia,English,Blockchain Development,10.0,30.0,3.9,0,79.0,31-40,Mid,3.4339872044851463
Male,45.0,United States,English,Graphic Design,16.0,100.0,4.6,0,78.0,41-50,Senior,4.61512051684126
Female,56.0,Spain,Spanish,Cybersecurity,27.0,20.0,2.2,0,70.0,51-60,Expert,3.044522437723423
Female,49.0,China,Mandarin,Devops,20.0,50.0,2.5,0,82.0,41-50,Senior,3.9318256327243257
Male,48.0,France,French,Ai,10.0,40.0,3.1,0,79.0,41-50,Mid,3.713572066704308
Female,29.0,South Korea,Korean,Graphic Design,0.0,20.0,2.6,1,99.0,20-30,Junior,3.044522437723423
Female,49.0,Netherlands,Dutch,Web Development,11.0,75.0,3.8,1,93.0,41-50,Senior,4.330733340286331
Female,22.0,China,Mandarin,Blockchain Development,1.0,100.0,4.8,1,75.0,20-30,Junior,4.61512051684126
Male,52.0,Mexico,Spanish,Graphic Design,30.0,100.0,2.5,0,61.0,51-60,Expert,4.61512051684126
Male,60.0,Canada,English,Blockchain Development,7.0,30.0,0.0,0,97.0,51-60,Mid,3.4339872044851463
Female,33.0,Japan,Japanese,Ui/Ux Design,0.0,100.0,1.7,1,95.0,31-40,Junior,4.61512051684126
Male,52.0,South Korea,Korean,Graphic Design,21.0,40.0,4.0,0,69.0,51-60,Expert,3.713572066704308
Female,25.0,Germany,German,Devops,7.0,100.0,1.9,0,63.0,20-30,Mid,4.61512051684126
Male,33.0,Japan,Japanese,Cybersecurity,9.0,30.0,4.4,1,65.0,31-40,Mid,3.4339872044851463
Female,33.0,China,Mandarin,Mobile Apps,9.0,40.0,4.2,1,90.0,31-40,Mid,3.713572066704308
Female,52.0,Canada,English,Ui/Ux Design,25.0,100.0,4.8,0,79.0,51-60,Expert,4.61512051684126
Female,20.0,Indonesia,Indonesian,Web Development,1.0,30.0,2.0,0,89.0,20-30,Junior,3.4339872044851463
Female,43.0,Russia,Russian,Data Analysis,7.0,50.0,2.6,1,80.0,41-50,Mid,3.9318256327243257
Female,31.0,France,French,Mobile Apps,9.0,50.0,1.4,0,80.0,31-40,Mid,3.9318256327243257
Female,29.0,Germany,German,Data Analysis,6.0,100.0,1.8,0,79.0,20-30,Mid,4.61512051684126
Female,53.0,South Africa,Afrikaans,Graphic Design,35.0,40.0,0.0,1,67.0,51-60,Expert,3.713572066704308
Male,38.0,India,Hindi,Mobile Apps,1.0,40.0,0.0,0,96.0,31-40,Junior,3.713572066704308
Male,29.0,Spain,Spanish,Graphic Design,9.0,20.0,0.0,0,90.0,20-30,Mid,3.044522437723423
Male,42.0,South Korea,Korean,Ui/Ux Design,0.0,40.0,3.9,0,62.0,41-50,Junior,3.713572066704308
Female,54.0,United States,English,Machine Learning,9.0,100.0,2.6,0,72.0,51-60,Mid,4.61512051684126
Male,56.0,China,Mandarin,Ui/Ux Design,18.0,50.0,4.4,1,83.0,51-60,Senior,3.9318256327243257
Female,47.0,Turkey,Turkish,Graphic Design,22.0,100.0,4.4,0,70.0,41-50,Expert,4.61512051684126
Male,45.0,Russia,Russian,Blockchain Development,25.0,50.0,0.0,0,99.0,41-50,Expert,3.9318256327243257
Male,45.0,China,Mandarin,Data Analysis,6.0,50.0,1.4,0,97.0,41-50,Mid,3.9318256327243257
Male,35.0,Canada,English,Machine Learning,10.0,20.0,3.2,1,77.0,31-40,Mid,3.044522437723423
Male,51.0,Canada,English,Devops,4.0,50.0,2.0,0,92.0,51-60,Mid,3.9318256327243257
Female,34.0,Spain,Spanish,Mobile Apps,11.0,50.0,3.3,1,76.0,31-40,Senior,3.9318256327243257
Female,51.0,Indonesia,Indonesian,Graphic Design,1.0,50.0,0.0,1,97.0,51-60,Junior,3.9318256327243257
Male,58.0,Egypt,Arabic,Graphic Design,35.0,100.0,2.3,1,79.0,51-60,Expert,4.61512051684126
Female,36.0,Netherlands,Dutch,Web Development,17.0,20.0,0.0,1,99.0,31-40,Senior,3.044522437723423
Male,41.0,Russia,Russian,Ai,12.0,30.0,2.6,1,79.0,41-50,Senior,3.4339872044851463
Male,56.0,South Africa,Afrikaans,Machine Learning,30.0,40.0,3.3,1,82.0,51-60,Expert,3.713572066704308
Female,58.0,Canada,English,Cybersecurity,20.0,75.0,3.6,1,78.0,51-60,Senior,4.330733340286331
Female,58.0,United States,English,Cybersecurity,22.0,100.0,3.7,0,79.0,51-60,Expert,4.61512051684126
Female,54.0,United Kingdom,English,Ai,32.0,20.0,3.4,0,79.0,51-60,Expert,3.044522437723423
Male,53.0,Australia,English,Ui/Ux Design,9.0,50.0,4.0,1,72.0,51-60,Mid,3.9318256327243257
Female,43.0,Australia,English,Web Development,22.0,40.0,4.5,0,79.0,41-50,Expert,3.713572066704308
Male,44.0,South Korea,Korean,Machine Learning,1.0,75.0,4.3,1,79.0,41-50,Junior,4.330733340286331
Male,34.0,Canada,English,Cybersecurity,4.0,75.0,4.0,1,79.0,31-40,Mid,4.330733340286331
Female,27.0,Brazil,Portuguese,Mobile Apps,8.0,50.0,1.6,1,79.0,20-30,Mid,3.9318256327243257
Male,50.0,Japan,Japanese,Data Analysis,3.0,100.0,0.0,1,79.0,41-50,Junior,4.61512051684126
Female,52.0,South Korea,Korean,Ui/Ux Design,30.0,75.0,2.6,0,94.0,51-60,Expert,4.330733340286331
Male,57.0,Spain,Spanish,Blockchain Development,11.0,20.0,4.9,1,79.0,51-60,Senior,3.044522437723423
Female,53.0,Mexico,Spanish,Devops,8.0,20.0,2.8,1,79.0,51-60,Mid,3.044522437723423
Male,51.0,Turkey,Turkish,Ui/Ux Design,11.0,30.0,3.6,1,77.0,51-60,Senior,3.4339872044851463
Female,37.0,Canada,English,Cybersecurity,9.0,50.0,2.6,1,84.0,31-40,Mid,3.9318256327243257
Male,40.0,Spain,Spanish,Web Development,7.0,40.0,4.5,0,79.0,31-40,Mid,3.713572066704308
Male,60.0,Japan,Japanese,Data Analysis,24.0,40.0,3.1,0,69.0,51-60,Expert,3.713572066704308
Male,60.0,France,French,Ui/Ux Design,0.0,40.0,4.9,1,68.0,51-60,Junior,3.713572066704308
Female,53.0,South Korea,Korean,Ui/Ux Design,21.0,30.0,4.2,1,73.0,51-60,Expert,3.4339872044851463
Female,20.0,Mexico,Spanish,Blockchain Development,0.0,75.0,3.2,1,74.0,20-30,Junior,4.330733340286331
Male,42.0,Russia,Russian,Web Development,7.0,20.0,2.6,0,100.0,41-50,Mid,3.044522437723423
Male,21.0,United Kingdom,English,Mobile Apps,3.0,40.0,0.0,0,87.0,20-30,Junior,3.713572066704308
Male,39.0,Germany,German,Web Development,21.0,100.0,2.2,0,79.0,31-40,Expert,4.61512051684126
Male,32.0,India,Hindi,Blockchain Development,9.0,30.0,1.5,0,68.0,31-40,Mid,3.4339872044851463
Male,35.0,Germany,German,Data Analysis,9.0,100.0,2.6,0,84.0,31-40,Mid,4.61512051684126
Female,35.0,France,French,Ui/Ux Design,17.0,50.0,3.1,0,71.0,31-40,Senior,3.9318256327243257
Female,23.0,Argentina,Spanish,Ui/Ux Design,0.0,75.0,0.0,0,92.0,20-30,Junior,4.330733340286331
